"University of South Florida","GoUSFBulls.com—Official Athletics Web Site of USF","http://www.gousfbulls.com/"
"Stetson University","Welcome to Stetson University","http://www.gohatters.com/"
"University of Central Florida","UCF Knights - Official Athletics Site","http://www.ucfathletics.com/"
"University of Georgia","University of Georgia Athletics","http://www.georgiadogs.com/"
"Georgia Southern University","Georgia Southern University Eagles Athletics","http://www.georgiasoutherneagles.com/"
"Georgia State University","Georgia State Athletics","http://www.georgiastatesports.com/"
"Georgia Institute of Technology","Georgia Tech Official Athletic Site","http://www.ramblinwreck.com/"
"Kennesaw State University","Kennesaw State University Athletics","http://www.ksuowls.com/"
"Mercer University","Mercer University Athletics","http://www.mercerbears.com/"
"Savannah State University","Savannah State University Athletics","http://ssuathletics.com/"
"University of Hawaiʻi at Mānoa","University of Hawai'i at Manoa Athletics Department","http://hawaiiathletics.com/"
"Boise State University","Broncosports.com - The Official Athletics Website Of Boise State ...","http://www.broncosports.com/"
"University of Idaho","University of Idaho Athletics Official Site - GoVandals.com","http://www.govandals.com/"
"Idaho State University","Idaho State University Athletics","http://www.isubengals.com/"
"Bradley University","BRADLEYBRAVES.COM","http://www.bradleybraves.com/"
"Chicago State University","Chicago State University Athletics","http://www.gocsucougars.com/"
"DePaul University","The Official Athletics Site of the DePaul Blue Demons","http://www.depaulbluedemons.com/"
"Eastern Illinois University","Eastern Illinois University","http://www.eiupanthers.com/"
"University of Illinois at Urbana–Champaign","FIGHTINGILLINI.COM // THE OFFICIAL HOME OF UNIVERSITY OF ...","http://www.fightingillini.com/"
"Illinois State University","Illinois State University Official Athletic Site","http://www.goredbirds.com/"
"Loyola University Chicago","Loyola University Chicago Official Athletic Site - On Campus","http://loyolaramblers.cstv.com/school-bio/loyc-school-bio.html"
"Northern Illinois University","NIU Huskies","http://www.niuhuskies.com/"
"Northwestern University","Northwestern","http://www.nusports.com/"
"Southern Illinois University Carbondale","Southern Illinois University - Official Athletic Site","http://www.siusalukis.com/"
"Southern Illinois University Edwardsville","SIUE Cougars Official Athletic Site","http://www.siuecougars.com/"
"University of Illinois at Chicago","UIC Flames Official Athletic Site","http://www.uicflames.com/"
"Western Illinois University","The Official Athletics Site of the Western Illinois University ...","http://www.goleathernecks.com/"
"Ball State University","Ball State Athletics","http://www.ballstatesports.com/"
"Butler University","Butler University Athletics","http://www.butlersports.com/"
"University of Evansville","University of Evansville Athletics","http://www.gopurpleaces.com/"
"Indiana University","IUHOOSIERS.COM - Indiana University Athletics","http://iuhoosiers.cstv.com/"
"Indiana State University","Indiana State University Athletics","http://www.gosycamores.com/"
"Indiana University – Purdue University Fort Wayne","IPFW Mastodons","http://www.gomastodons.com/"
"Indiana University – Purdue University Indianapolis","IUPUI Jaguars","http://iupuijags.com/"
"University of Notre Dame","UND.COM - University of Notre Dame Official Athletic Site","http://www.und.com/"
"Purdue University","Purdue University Athletics","http://www.purduesports.com/"
"Valparaiso University","ValpoAthletics.com - Official Athletic Site of the Valparaiso University  ...","http://www.valpoathletics.com/"
"Drake University","GoDrakeBulldogs.com","http://www.godrakebulldogs.com/"
"University of Iowa","Hawkeye Sports - University of Iowa Official Athletic Site","http://www.hawkeyesports.com/"
"Iowa State University","Iowa State University Athletics Official Web Site - www.CYCLONES ...","http://www.cyclones.com/"
"University of Northern Iowa","Official Site of University of Northern Iowa Athletics","http://www.unipanthers.com/"
"University of Kansas","The University of Kansas Official Athletic Site","http://www.kuathletics.com/"
"Kansas State University","Official Website of K-State Athletics","http://www.kstatesports.com/"
"Wichita State University","GoShockers.com-Official Web Site of Wichita State Athletics","http://www.goshockers.com/"
"Eastern Kentucky University","Eastern Kentucky University Athletics","http://www.ekusports.com/"
"University of Kentucky","Kentucky Wildcats Official Athletic Site - University of Kentucky","http://www.ukathletics.com/"
"University of Louisville","University of Louisville Official Athletic Site","http://www.uoflsports.com/"
"Morehead State University","Morehead State University Athletics","http://www.msueagles.com/"
"Murray State University","Murray State University Athletics","http://www.goracers.com/"
"Western Kentucky University","Western Kentucky University Official Athletics Site","http://www.wkusports.com/"
"Grambling State University","Grambling State Athletics","http://www.gsutigers.com/"
"University of Louisiana at Lafayette","RaginCajuns.com ","http://www.ragincajuns.com/"
"University of Louisiana at Monroe","ULM Warhawks Athletics","http://www.ulmwarhawks.com/"
"Louisiana Tech University","Louisiana Tech Official Athletic Site","http://www.latechsports.com/"
"Louisiana State University","LSUsports.net - The Official Web Site of  LSU Tigers Athletics","http://www.lsusports.net/"
"McNeese State University","McNeese Cowboys","http://www.mcneesesports.com/"
"Nicholls State University","Nicholls Colonels : Nicholls State University Athletics","http://geauxcolonels.com/"
"Northwestern State University","Northwestern State Athletics","http://www.nsudemons.com/"
"Southeastern Louisiana University","Southeastern Louisiana Athletics","http://www.lionsports.net/"
"Southern University","Southern Jaguars Athletics | Facebook","http://www.facebook.com/SouthernUJaguars"
"Tulane University","Tulane Official Athletic Site","http://www.tulanegreenwave.com/"
"University of Maine","University of Maine, Orono Athletics","http://www.goblackbears.com/"
"Loyola University Maryland","Official Athletics Site of Loyola University Maryland","http://www.loyolagreyhounds.com/"
"University of Maryland, College Park","Maryland Athletics - University of Maryland Official Athletic Site","http://www.umterps.com/"
"Morgan State University","Morgan State University Athletics","http://www.morganstatebears.com/"
"Mount St. Mary's University","Mount St. Mary's University Athletics","http://www.mountathletics.com/"
"United States Naval Academy","NAVYSPORTS","http://www.navysports.com/"
"Towson University","Towson Tigers - Official Site of Towson University Athletics ...","http://www.towsontigers.com/"
"University of Maryland, Baltimore County","University of Maryland Baltimore County Official Athletic Web Site","http://www.umbcretrievers.com/"
"University of Maryland Eastern Shore","University of Maryland Eastern Shore Official Athletic Site","http://www.umeshawks.com/"
"Boston College","BCEAGLES.COM - Boston College Official Athletic Site - Athletics","http://bceagles.cstv.com/ot/mcelroy-golf-home.html"
"Boston University","Buy Your BU Season Tickets","http://www.goterriers.com/"
"Harvard University","The Official Website of Harvard University Athletics: Harvard ...","http://www.gocrimson.com/"
"College of the Holy Cross","College of the Holy Cross - Athletics","http://goholycross.com/"
"University of Massachusetts Amherst","UMass Athletics","http://www.umassathletics.com/"
"Northeastern University","Northeastern University Athletics","http://www.gonu.com/"
"Central Michigan University","Central Michigan University Athletics","http://www.cmuchippewas.com/"
"University of Detroit Mercy","University of Detroit Mercy Athletics","http://www.detroittitans.com/"
"Eastern Michigan University","Eastern Michigan University Athletics","http://www.emueagles.com/index.aspx"
"University of Michigan","MGOBLUE.COM - University of Michigan Official Athletic Site","http://www.mgoblue.com/"
"Michigan State University","Michigan State University Athletics","http://www.msuspartans.com/"
"Oakland University","Oakland University Athletics","http://www.ougrizzlies.com/"
"Western Michigan University","WMUBroncos.com","http://www.wmubroncos.com/"
"University of Minnesota Twin Cities","GOPHERSPORTS.COM - The Official Athletic Site of the Minnesota ...","http://www.gophersports.com/"
"Alcorn State University","Alcorn Athletics","http://www.alcornsports.com/"
"Jackson State University","Jackson State - Athletics","http://jsutigers.cstv.com/"
"Mississippi State University","Mississippi State University Bulldogs Official Athletic Site ...","http://www.mstateathletics.com/"
"Mississippi Valley State University","Athletics - Mississippi Valley State University","http://www.mvsu.edu/athletics"
"University of Mississippi","Ole Miss Official Athletic Site","http://www.olemisssports.com/"
"University of Southern Mississippi","The Southern Miss Golden Eagles Official Athletic Site","http://www.southernmiss.com/"
"University of Missouri","University of Missouri Official Athletic Site - Missouri Athletics","http://www.mutigers.com/"
"Missouri State University","Missouri State University Official Athletics Site","http://www.missouristatebears.com/"
"Saint Louis University","Saint Louis University Athletics","http://www.slubillikens.com/"
"Southeast Missouri State University","Southeast Missouri State University Athletics","http://gosoutheast.com/"
"University of Missouri–Kansas City","UMKC Athletics","http://www.umkckangaroos.com/"
"University of Montana – Missoula","MontanaGrizzlies.com :: The original source for Montana Grizzly ...","http://montanagrizzlies.com/"
"Montana State University – Bozeman","Montana State Bobcats","http://www.msubobcats.com/"
"Creighton University","Creighton","http://www.gocreighton.com/"
"University of Nebraska–Lincoln","Huskers.com - Nebraska Athletics Official Web Site","http://www.huskers.com/"
"University of Nebraska-Omaha","University Of Nebraska Omaha Athletics","http://www.omavs.com/"
"University of Nevada, Reno","University of Nevada Official Athletic Site","http://www.nevadawolfpack.com/"
"University of Nevada, Las Vegas","UNLV REBELS Official Athletic Site","http://www.unlvrebels.com/"
"Dartmouth College","Dartmouth College Athletics","http://dartmouthsports.com/"
"University of New Hampshire","University of New Hampshire Athletics","http://www.unhwildcats.com/"
"Fairleigh Dickinson University","Fairleigh Dickinson University","http://fduknights.com/"
"Monmouth University","Monmouth University Athletics","http://www.gomuhawks.com/"
"New Jersey Institute of Technology","NJIT Highlanders","http://www.njithighlanders.com/"
"Princeton University","Princeton Athletics","http://www.goprincetontigers.com/"
"Rider University","Rider University Broncs | The Official site of Rider Athletics","http://www.gobroncs.com/"
"Rutgers University","The Official Site of Rutgers Athletics","http://www.scarletknights.com/"
"Saint Peter's College","Athletics Saint Peter's College","http://www.spc.edu/athletics"
"Seton Hall University","Seton Hall Pirates Official Athletic Site - SHUPirates.com","http://www.shupirates.com/"
"University of New Mexico","The University of New Mexico Official Athletic Site","http://www.golobos.com/"
"New Mexico State University","New Mexico State University Athletics","http://nmstatesports.com/"
"State University of New York at Albany","UalbanySports.com","http://www.ualbanysports.com/"
"United States Military Academy","goARMYsports.com - Official Athletic Site of the Army Black Knights","http://www.goarmysports.com/"
"State University of New York at Binghamton","Binghamton University - Athletics","http://www.binghamton.edu/athletics/"
"State University of New York at Buffalo","Buffalo Athletics","http://www.buffalobulls.com/"
"Canisius College","GoGriffs.com","http://www.gogriffs.com/"
"Colgate University","Colgate University Athletics","http://gocolgateraiders.com/"
"Columbia University","Columbia University Athletics","http://www.gocolumbialions.com/"
"Cornell University","Cornell University Athletics","http://cornellbigred.com/"
"Fordham University","Fordham University Official Athletic Site","http://www.fordhamsports.com/"
"Hofstra University","GoHofstra.com - The Official Website of Hofstra Pride Athletics","http://www.gohofstra.com/"
"Iona College","ICGaels.com","http://www.icgaels.com/"
"Long Island University-Brooklyn","Long Island University Athletics","http://www.liuathletics.com/"
"Manhattan College","The Official Athletic Site of Manhattan College","http://gojaspers.com/"
"Marist College","The Official Site of The Marist Red Foxes","http://www.goredfoxes.com/"
"Niagara University","Niagara University Athletics","http://www.purpleeagles.com/"
"St. Bonaventure University","St. Bonaventure","http://gobonnies.com/"
"St. Francis College","St. Francis Athletics","http://www.sfcathletics.com/"
"St. John's University","St. John's University Official Athletic Site","http://www.redstormsports.com/"
"Siena College","Siena College Official Athletic Site","http://www.sienasaints.com/"
"Stony Brook University","Stony Brook Official Athletic Site","http://www.goseawolves.org/"
"Syracuse University","Syracuse University Athletics","http://www.suathletics.com/"
"Wagner College","Wagner Athletics","http://www.wagnerathletics.com/"
"Appalachian State University","Appalachian State Mountaineers | Official Athletics Site","http://www.goasu.com/"
"Campbell University","Campbell University Athletics","http://www.gocamels.com/"
"University of North Carolina at Charlotte","Places for athletics near University of North Carolina at Charlotte, 9201 University City Blvd, Charlotte, NC 28223-0001","/search?q=University+of+North+Carolina+at+Charlotte+athletics&hl=en&ie=UTF-8&prmd=ivnsm&source=univ&tbm=plcs&tbo=u&ei=NJifTuPSMoHkiAK4jK16&sa=X&oi=local_group&ct=more-results&resnum=1&ved=0CEEQtQMwAA"
"Davidson College","Davidson College Athletics","http://www.davidsonwildcats.com/"
"Duke University","Duke University Blue Devils | Official Athletics Site - GoDuke.com","http://www.goduke.com/"
"East Carolina University","East Carolina Official Athletic Site - East Carolina University","http://www.ecupirates.com/"
"Elon University","Elon University Athletics","http://www.elonphoenix.com/"
"Gardner–Webb University","Gardner-Webb University Athletics","http://www.gwusports.com/"
"High Point University","High Point University Athletics","http://www.highpointpanthers.com/"
"University of North Carolina at Chapel Hill","University of North Carolina Official Athletic Site","http://www.tarheelblue.com/"
"North Carolina Agricultural and Technical State University","North Carolina A&T Athletics","http://www.ncataggies.com/"
"North Carolina Central University","North Carolina Central University Athletics","http://nccueaglepride.com/"
"North Carolina State University","NC State University Wolfpack Athletic Site","http://www.gopack.com/"
"University of North Carolina at Asheville","UNC Asheville Bulldogs Official Athletics Site","http://www.uncabulldogs.com/"
"University of North Carolina at Greensboro","UNCG Athletics","http://uncgspartans.com/"
"University of North Carolina Wilmington","UNCWsports.com","http://www.uncwsports.com/"
"Wake Forest University","Wake Forest Demon Deacon Athletics - Wake Forest University ...","http://www.wakeforestsports.com/"
"Western Carolina University","Western Carolina Official Athletic Site","http://www.catamountsports.com/"
"University of North Dakota","University of North Dakota Athletics","http://fightingsioux.com/"
"North Dakota State University","North Dakota State University Athletics","http://www.gobison.com/"
"University of Akron","Akron","http://www.gozips.com/"
"Bowling Green State University","Bowling Green State University","http://www.bgsufalcons.com/"
"University of Cincinnati","University of Cincinnati Official Athletic Site","http://www.gobearcats.com/"
"Cleveland State University","Cleveland State Official Athletic Site","http://www.csuvikings.com/"
"University of Dayton","Dayton Flyers","http://www.daytonflyers.com/"
"Kent State University","Kent State University Athletics","http://www.kentstatesports.com/"
"Miami University","Miami University RedHawks Official Athletic Site","http://www.muredhawks.com/"
"Ohio University","OhioBobcats.com - The Official Site of Ohio Athletics","http://www.ohiobobcats.com/"
"The Ohio State University","OhioStateBuckeyes.com - The Official Athletic site of The Ohio State ...","http://www.ohiostatebuckeyes.com/"
"University of Toledo","University of Toledo Rockets Athletics Official Site - UTRockets.com","http://www.utrockets.com/"
"Wright State University","Welcome to WSURaiders.com","http://www.wsuraiders.com/"
"Xavier University","Xavier Musketeers Official Athletic Site","http://www.goxavier.com/"
"Youngstown State University","Youngstown State Athletics | Official Website of the Penguins ...","http://ysusports.com/"
"University of Oklahoma","SoonerSports.com - Official Athletics Site of the Oklahoma Sooners","http://www.soonersports.com/"
"Oklahoma State University–Stillwater","OKState.com - The Official Website of Oklahoma State Athletics","http://www.okstate.com/"
"Oral Roberts University","Oral Roberts University Athletics","http://www.orugoldeneagles.com/"
"University of Tulsa","The University of Tulsa Official Athletic Site","http://www.tulsahurricane.com/"
"University of Oregon","GoDucks.com - The University of Oregon Official Athletics Web Site","http://www.goducks.com/"
"Oregon State University","Oregon State University - Official Athletic Site","http://www.osubeavers.com/"
"University of Portland","University of Portland Athletics","http://www.portlandpilots.com/"
"Portland State University","Portland State University Athletics","http://www.goviks.com/"
"Bucknell University","Bucknell University Official Athletic Site","http://www.bucknellbison.com/"
"Drexel University","Drexel University Athletics","http://www.drexeldragons.com/"
"Duquesne University","Duquesne University - Official Athletics Site","http://www.goduquesne.com/"
"La Salle University","La Salle University Athletics","http://goexplorers.com/"
"Lafayette College","Official Athletic Site of the Lafayette College Leopards","http://www.goleopards.com/"
"Lehigh University","Lehighsports.com: The Official Web Site of  Lehigh University Athletics","http://www.lehighsports.com/"
"University of Pennsylvania","PennAthletics.com","http://www.pennathletics.com/"
"Pennsylvania State University","Penn State University Official Athletic Site","http://www.gopsusports.com/"
"University of Pittsburgh","PittsburghPanthers.com - University of Pittsburgh Official Athletic Site","http://www.pittsburghpanthers.com/"
"Robert Morris University","Robert Morris University Athletics","http://www.rmucolonials.com/"
"Saint Francis University","Saint Francis University","http://www.sfuathletics.com/"
"Saint Joseph's University","Saint Joseph's University -  Official Athletic Site","http://www.sjuhawks.com/"
"Temple University","Temple University Athletics","http://www.owlsports.com/"
"Villanova University","Villanova.com - Official Athletic Site of the Villanova Wildcats","http://www.villanova.com/"
"Brown University","Brown University Athletics","http://www.brownbears.com/"
"Bryant University","Bryant University Athletics","http://www.bryantbulldogs.com/"
"Providence College","The Providence College Official Athletic Site - Friars.com","http://www.friars.com/"
"University of Rhode Island","Rhode Island Rams - The Official Athletic Site for the University of ...","http://www.gorhody.com/"
"Charleston Southern University","CSUsports.com :: Charleston Southern University Athletics","http://www.csusports.com/"
"The Citadel","Citadel Athletics","http://www.citadelsports.com/"
"Clemson University","CLEMSON - CLEMSON University Official Athletic Site","http://www.clemsontigers.com/"
"Coastal Carolina University","Coastal Carolina Athletics","http://www.goccusports.com/"
"College of Charleston","CofCSports.com--Official Web site of College of Charleston Athletics","http://www.cofcsports.com/"
"Furman University","Furman Athletics","http://www.furmanpaladins.com/"
"Presbyterian College","Presbyterian College Blue Hose - The Official Athletics Site","http://www.gobluehose.com/"
"University of South Carolina","SOUTH CAROLINA GAMECOCKS - University Official Athletic Site ...","https://gamecocksonline.cstv.com/facilities/scar-facilities-swim-dive.html"
"South Carolina State University","South Carolina State University Athletics","http://www.scsuathletics.com/"
"University of South Carolina Upstate","University of South Carolina Upstate Homepage","http://www.uscupstate.edu/"
"Winthrop University","Winthrop University Athletics","http://www.winthropeagles.com/"
"Wofford College","Wofford College Athletics","http://athletics.wofford.edu/"
"University of South Dakota","Official Athletic Web Site of  the University of South Dakota Coyotes","http://www.usdcoyotes.com/"
"South Dakota State University","South Dakota State University Athletics","http://www.gojacks.com/"
"Austin Peay State University","Official Site of Austin Peay Athletics","http://www.apsugovernors.com/"
"Belmont University","Belmont University Athletics","http://www.belmontbruins.com/"
"University of Tennessee at Chattanooga","University of Tennessee at Chattanooga Official Athletics Site","http://www.gomocs.com/"
"East Tennessee State University","ETSUBucs.com - Official Site of East Tennessee State Athletics","http://www.etsubucs.com/"
"Lipscomb University","Lipscomb University Athletics","http://www.lipscombsports.com/"
"University of Memphis","Memphis Tigers Official Athletic Site","http://www.gotigersgo.com/"
"Middle Tennessee State University","Middle Tennessee November Triple Play","http://www.goblueraiders.com/"
"University of Tennessee","University of Tennessee Athletics: University of Tennessee","http://www.utsports.com/"
"University of Tennessee at Martin","UTM Sports","http://www.utmsports.com/"
"Tennessee State University","Tennessee State Tigers Athletics","http://www.tsutigers.com/"
"Tennessee Technological University","Tennessee Tech University Athletics","http://www.ttusports.com/"
"Vanderbilt University","Vanderbilt Official Athletic  Site","http://www.vucommodores.com/"
"Baylor University","Baylor Bears Official Athletic Site - BaylorBears.com","http://www.baylorbears.com/"
"University of Houston","University of Houston - Official Athletic Site","http://www.uhcougars.com/"
"Houston Baptist University","HBU Huskies","http://www.hbuhuskies.com/"
"Lamar University","Lamar University Athletics","http://www.lamarcardinals.com/"
"University of North Texas","North Texas Mean Green Athletics","http://www.meangreensports.com/"
"Prairie View A&M University","Prairie View A&M Panthers","http://www.pvpanthers.com/"
"Rice University","Rice Official Athletic Site","http://www.riceowls.com/"
"Sam Houston State University","Sam Houston State Bearkats Athletics","http://www.gobearkats.com/"
"Southern Methodist University","SMUMUSTANGS.COM - The Official Athletic Site of SMU Mustangs","http://smumustangs.cstv.com/"
"Stephen F. Austin State University","Stephen F. Austin University Athletics","http://sfajacks.cstv.com/"
"Texas Christian University","Texas Christian University Horned Frogs - Official Athletic Site","http://gofrogs.cstv.com/"
"University of Texas at Austin","TexasSports.com - Official website of University of Texas Athletics ...","http://www.texassports.com/"
"Texas A&M University","Texas A&M Official Athletic Site - AggieAthletics.com","http://www.aggieathletics.com/"
"Texas A&M University–Corpus Christi","Athletics","http://www.goislanders.com/"
"Texas Southern University","Athletics - Home","http://tsu.edu/Athletics/default.php"
"Texas State University–San Marcos","Texas State University - San Marcos Athletics","http://www.txstatebobcats.com/"
"Texas Tech University","Texas Tech Red Raiders Official Athletic Site","http://www.texastech.com/"
"University of Texas at Arlington","UT Arlington - Official Athletic Site","http://www.utamavs.com/"
"University of Texas at San Antonio","Official website of The University of Texas at San Antonio Athletics","http://goutsa.com/"
"University of Texas at El Paso","University of Texas at El Paso Official Athletic Site","http://www.utepathletics.com/"
"University of Texas–Pan American","UTPA Broncs","http://utpabroncs.com/"
"Brigham Young University","The Official Site of BYU Athletics | The Official Site of BYU Athletics","http://www.byucougars.com/"
"Southern Utah University","Southern Utah Thunderbirds Athletics","http://www.suutbirds.com/"
"University of Utah","The Official Athletic Site of the University of Utah","http://utahutes.cstv.com/"
"Utah State University","Utah State Aggies Official Athletic Site","http://www.utahstateaggies.com/"
"Utah Valley University","Utah Valley University Official Athletic Site - Utah Valley Athletics","http://www.wolverinegreen.com/"
"Weber State University","Weber State Wildcats Official Athletics Site - WeberStateSports.com","http://www.weberstatesports.com/"
"University of Vermont","University of Vermont Athletics","http://uvmathletics.com/"
"George Mason University","GoMason.com - The Official Athletic Site Of George Mason University","http://gomason.com/"
"Hampton University","Hampton University Athletics","http://www.hamptonpirates.com/"
"James Madison University","James Madison University Athletics","http://www.jmusports.com/"
"Liberty University","Liberty Flames","http://www.libertyflames.com/"
"Longwood University","Longwood Athletics","http://www.longwoodlancers.com/"
"Norfolk State University","Norfolk State University Athletics","http://www.nsuspartans.com/"
"Old Dominion University","Old Dominion Official Athletic Site - Athletics","http://www.odusports.com/"
"Radford University","Radford University Athletics","http://www.ruhighlanders.com/"
"University of Richmond","RichmondSpiders.com - The Official Athletic Website of the ...","http://www.richmondspiders.com/"
"University of Virginia","University of Virginia Cavaliers Official Athletic Site - VirginiaSports ...","http://www.virginiasports.com/"
"Virginia Commonwealth University","VCU Athletics","http://www.vcuathletics.com/"
"Virginia Polytechnic Institute and State University","hokiesports.com","http://www.hokiesports.com/"
"Virginia Military Institute","VMIKeydets.com - The Official Site of Virginia Military Institute Athletics","http://www.vmikeydets.com/"
"The College of William & Mary","William & Mary- Athletics at William & Mary","http://tribeathletics.com/"
"Eastern Washington University","Official Athletic Site of Eastern Washington University","http://www.goeags.com/"
"Gonzaga University","GoZags.com - The Official Website of Gonzaga Bulldog Athletics","http://www.gozags.com/"
"Seattle University","Seattle University Redhawks Athletics","http://www.goseattleu.com/"
"University of Washington","University of Washington Official Athletics Site - GOHUSKIES.COM","http://www.gohuskies.com/"
"Washington State University","Washington State University Official Athletic Site","http://www.wsucougars.com/"
"Marshall University","HERDZONE.COM - The Marshall University Thundering Herd ...","http://www.herdzone.com/"
"West Virginia University","West Virginia University Mountaineers - MSNsportsNET.Com","http://www.msnsportsnet.com/"
"University of Wisconsin–Green Bay","The Official Site of Green Bay Athletics","http://www.greenbayphoenix.com/"
